#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, апреля 13, 2020","воскресенье, апреля 19, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,2504,"146,95","213,03","84,33"
Завтрак,735,"53,45","33,79","29,39"
Обед,509,"34,06","34,68","16,45"
Ужин,615,"34,06","60,9","19,39"
Перекус/Другое,645,"25,38","83,66","19,1"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
  Олейна Подсолнечное Масло,63,"6,99","0,84",0,,0,0,,,
   7 г
  Томатный Соус,15,"0,08","0,011","3,04","0,6","1,74","0,53",5,0,152
   41 г
  Ростагроэкспорт Сметана 20%,133,13,,"2,21",,,"1,62",,,
   65 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,146,"16,08",,"0,48",,,"0,1",,,
   24 г
 Перекус/Другое,451,"11,41","0,11","56,45","2,86","13,2","31,13",,,
  Магнит Банан,98,"0,11","0,11","23,98","2,86","13,2","1,65",,,
   110 г
  Вкуснотеево Сыр Сливочный,106,8,,0,,,"7,68",,,
   32 г
  Савушкин Продукт Teos Йогурт Греческий 2%,107,"3,2",,"6,72",,,"12,8",,,
   160 г
"  Простоквашино Творог Рассыпчатый 0,2%",44,"0,1",,"1,75",,,9,,,
   50 г
  Махеевъ Джем Малиновый ,96,0,0,24,,,0,,,
   40 г

"четверг, апреля 16, 2020",2777,"151,46","5,152","298,52","11,68","10,45","62,26",993,239,1404
 Завтрак,597,"44,18","2,301","28,76","5,48","4,67","23,93",157,239,96
"  ЭГО Молоко Отборное 3,2%",71,"3,81",,"5,59",,,"3,57",,,
   119 г
  Яйцо Куриное,80,"5,55","1,767","0,48",0,"0,38","6,51",69,239,
   51 г
  Ростагроэкспорт Сметана 20%,157,"15,4",,"2,62",,,"1,92",,,
   77 г
  Капуста Белокочанная,55,"0,51","0,047","11,63","4,8","3,19","3,53",85,0,
   204 г
  Мираторг Фарш "Домашний",162,"14,85",,0,,,"7,15",,,
   55 г
  Магнит Морковь Свежая,3,"0,01",,"0,69","0,28",,"0,13",,,
   10 г
  Пятерочка Лук Репчатый,23,0,,"5,82",,,"0,78",,,
   56 г
  Олейна Подсолнечное Масло,36,4,"0,48",0,,0,0,,,
   4 г
  Томатный Соус,10,"0,05","0,007","1,93","0,4","1,1","0,34",3,0,96
   26 г
 Обед,655,"36,73","2,851","75,46","6,2","5,78","7,7",836,0,1308
  Картофель Отварной,298,"0,35","0,091","69,44","6,2","2,98","6,45",836,0,1308
   347 г
  Олейна Подсолнечное Масло,207,"22,98","2,76",0,,0,0,,,
   23 г
  Натурово Огурцы Соленые,11,0,,"1,8",,,"0,85",,,
   106 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,122,"13,4",,"0,4",,,"0,08",,,
   20 г
  Слобода Кетчуп Томатный,17,0,0,"3,82",,"2,8","0,32",,,
   20 г
 Ужин,1028,"51,96",,"140,94",,,"12,91",,,
  Русский бисквит Бисквитное Пирожное,350,13,,54,,,"5,5",,,
   100 г
  Бкк Пирожное Заварное,678,"38,96",,"86,94",,,"7,41",,,
   161 г
 Перекус/Другое,497,"18,59",,"53,36",,,"17,72",,,
  Вкуснотеево Сыр Сливочный,99,"7,5",,0,,,"7,2",,,
   30 г
  Пятерочка Груша Красная,250,"2,8",,43,,,"3,01",,,
   430 г
"  Фермерский Продукт Кефир 3,2%",148,"8,29",,"10,36",,,"7,51",,,
   259 г

"пятница, апреля 17, 2020",2629,"159,54","0,801","218,64","8,08","6,55","83,24",132,0,157
 Завтрак,949,"57,31","0,532","86,22","5,38","4,16","24,39",85,0,93
"  БМК Молоко 3,2%",142,"7,58",,"11,14",,,"7,11",,,
   237 г
  Ростагроэкспорт Сметана 20%,92,9,,"1,53",,,"1,12",,,
   45 г
  Капуста Белокочанная,53,"0,49","0,045","11,29","4,7","3,1","3,42",82,0,
   198 г
  Мираторг Фарш "Домашний",159,"14,58",,0,,,"7,02",,,
   54 г
  Магнит Морковь Свежая,3,"0,01",,"0,69","0,28",,"0,13",,,
   10 г
  Пятерочка Лук Репчатый,23,0,,"5,72",,,"0,77",,,
   55 г
  Олейна Подсолнечное Масло,36,4,"0,48",0,,0,0,,,
   4 г
  Томатный Соус,9,"0,05","0,007","1,85","0,4","1,06","0,32",3,0,93
   25 г
  Яшкино Вафли с Варёной Сгущёнкой,432,"21,6",,54,,,"4,5",,,
   90 г
 Обед,332,"26,91","0,269","10,63","2,7","2,39","12,83",47,0,64
  Капуста Белокочанная,28,"0,26","0,023","5,87","2,4","1,61","1,78",43,0,
   103 г
  Мираторг Фарш "Домашний",83,"7,56",,0,,,"3,64",,,
   28 г
  Морковь,2,"0,01","0,002","0,48","0,1","0,23","0,05",3,0,16
   5 г
  Пятерочка Лук Репчатый,12,0,,"3,02",,,"0,41",,,
   29 г
  Олейна Подсолнечное Масло,18,2,"0,24",0,,0,0,,,
   2 г
  Томатный Соус,5,"0,03","0,004","0,96","0,2","0,55","0,17",1,0,48
   13 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,92,"10,05",,"0,3",,,"0,06",,,
   15 г
  Вкуснотеево Сыр Сливочный,92,7,,0,,,"6,72",,,
   28 г
 Ужин,561,"46,17",,"3,61",,,"31,9",,,
  Вкуснотеево Сыр Сливочный,125,"9,5",,0,,,"9,12",,,
   38 г
  Магнит Яйцо Варёное ,267,"19,37",,"1,34",,,"21,54",,,
   167 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,146,"16,08",,"0,48",,,"0,1",,,
   24 г
"  БМК Молоко 3,2%",23,"1,22",,"1,79",,,"1,14",,,
   38 г
 Перекус/Другое,787,"29,15",0,"118,18",,,"14,12",,,
  Пятерочка Груша Красная,60,"0,67",,"10,3",,,"0,72",,,
   103 г
  Яшкино Вафли с Варёной Сгущёнкой,346,"17,28",,"43,2",,,"3,6",,,
   72 г
"  Летний День Простокваша 3,2%",200,"11,2",,"14,7",,,"9,8",,,
   350 г
  Махеевъ Джем Малиновый,55,0,0,"13,8",,,0,,,
   23 г
  Абрико Варенье Малиновое,126,0,,"36,18",,,0,,,
   54 г

"суббота, апреля 18, 2020",2718,"148,45","8,794","264,93","2,73","14,1","74,33",268,933,
 Завтрак,676,"44,63","8,694","31,72",0,"1,5","35,42",268,933,
"  Летний День Молоко 3,2%",143,"7,65",,"11,23",,,"7,17",,,
   239 г
  Пятерочка Лук Репчатый,22,0,,"5,51",,,"0,74",,,
   53 г
  Олейна Подсолнечное Масло,135,"14,98","1,8",0,,0,0,,,
   15 г
  Яйцо Куриное,312,"21,65","6,894","1,86",0,"1,5","25,4",268,933,
   199 г
  Нижегородский Хлеб Хлеб Дарницкий ,64,"0,35",,"13,12",,,"2,11",,,
   32 г
 Обед,776,"50,52",0,"55,17",,,"25,1",,,
"  Экомилк Масло Сливочное 72,5%",93,"10,15",,"0,2",,,"0,14",,,
   14 г
  Ростагроэкспорт Сметана 20%,135,"13,2",,"2,24",,,"1,65",,,
   66 г
  ФЭГ Огурцы Солёные,5,0,0,"0,48",,,"0,32",,,
   32 г
  Сибирская Коллекция Пельмени на Натуральных Сливках,543,"27,17",,"52,25",,,"22,99",,,
   209 г
 Ужин,411,"13,56","0,1","67,54","2,73","12,6","4,78",,,
  Магнит Банан,93,"0,1","0,1","22,89","2,73","12,6","1,58",,,
   105 г
  Пятерочка Яблоко Красное ,59,"0,5",,"12,25",,,"0,5",,,
   125 г
  Яшкино Вафли с Варёной Сгущёнкой,259,"12,96",,"32,4",,,"2,7",,,
   54 г
 Перекус/Другое,855,"39,74",,"110,5",,,"9,03",,,
  Яшкино Вафли с Варёной Сгущёнкой,778,"38,88",,"97,2",,,"8,1",,,
   162 г
  Пятерочка Груша Красная,77,"0,86",,"13,3",,,"0,93",,,
   133 г

"воскресенье, апреля 19, 2020",2320,"111,61","10,553","201,58","7,23","46,85","127,57",402,1397,
 Завтрак,567,"41,78","6,409","14,26",0,"1,4","31,43",250,867,
"  БМК Молоко 3,2%",155,"8,26",,"12,13",,,"7,74",,,
   258 г
  Яйцо Куриное,290,"20,12","6,409","1,73",0,"1,4","23,61",250,867,
   185 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,122,"13,4",,"0,4",,,"0,08",,,
   20 г
 Обед,791,"49,27",,"60,27",,,"27,12",,,
  Сибирская Коллекция Пельмени на Натуральных Сливках,606,"30,29",,"58,25",,,"25,63",,,
   233 г
"  Экомилк Масло Сливочное 72,5%",73,"7,98",,"0,15",,,"0,11",,,
   11 г
  Ростагроэкспорт Сметана 20%,112,11,,"1,87",,,"1,38",,,
   55 г
 Ужин,580,"8,04",0,"75,85","1,25",17,"51,15",0,,
  Махеевъ Джем Черничный,68,0,0,17,"1,25",17,0,0,,
   25 г
  Савушкин Продукт Йогурт Греческий Teos 2%,248,"7,44",,"15,62",,,"29,76",,,
   372 г
"  Простоквашино Творог Рассыпчатый 0,2%",37,"0,08",,"1,47",,,"7,56",,,
   42 г
  Globus Фасоль Красная Консервированная,227,"0,52",,"41,76",,,"13,83",,,
   261 г
 Перекус/Другое,382,"12,52","4,144","51,2","5,98","28,45","17,87",152,530,
  Магнит Банан,98,"0,11","0,11","23,98","2,86","13,2","1,65",,,
   110 г
  Магнит Банан,107,"0,12","0,12","26,16","3,12","14,4","1,8",,,
   120 г
  Яйцо Куриное,177,"12,29","3,914","1,06",0,"0,85","14,42",152,530,
   113 г

Всего,17530,"1028,64","45,734","1491,19","68,57","215,69","590,31",2871,3390,3771
