#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, мая 18, 2020","воскресенье, мая 24, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,1797,"86,95","115,72","142,61"
Завтрак,513,"29,15","24,32","37,74"
Обед,528,"25,45","40,67","36,76"
Ужин,521,"23,79","33,92","44,74"
Перекус/Другое,234,"8,56","16,81","23,38"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
"  Магнит Виноград Киш-Миш (Белый, Красный)",35,"0,06",,"9,82",,,"0,18",,,
   61 г
  Огурец (без Кожуры),18,"0,24","0,02","3,28","1,1","2,1","0,9",3,0,207
   152 г
  Еко Зелёный Горошек,53,0,,"8,9",,,"4,25",,,
   137 г
  Магнит Авокадо,115,"10,58",,"1,3",,,"1,44",,,
   72 г
 Обед,677,"24,92","0,278","61,58","13,48","23,89","55,27",19,0,574
  Болгарский Перец,25,"0,29","0,057","5,79","1,9","4,03","0,95",2,0,
   96 г
  Петелинка Филе Грудки без Кожи,227,"5,15",,0,0,0,"43,26",,,
   206 г
  Кабачки,36,"0,22","0,045","7,93","1,8","1,91","1,52",13,0,
   158 г
  Олейна Масло Растительное ,9,1,"0,12",0,,0,0,,,
   1 г
  Сметанин Ряженка 4%,16,"0,92",,"1,06",,,"0,69",,,
   23 г
  Магнит Морковь Свежая,19,"0,06",,4,"1,62",,"0,75",,,
   58 г
  Магнит Лук Репчатый ,24,0,,"5,41",,,"0,73",,,
   52 г
  Клубника,120,"1,12","0,056","28,8","7,5","17,48","2,51",4,0,574
   375 г
  Елизавета Хлебцы Ржаные с Отрубями,35,"0,29",,"7,03",,,"1,18",,,
   10 г
  Myprotein Powdered Peanut Butter ,24,"0,49",,"1,08","0,66","0,47","3,36",,,
   6 г
  ВкусВилл Масло Сливочное Бутербродное,142,"15,38",,"0,48",,,"0,32",,,
   25 г
 Ужин,540,"16,24","2,544","58,3","7,48","24,24","47,07",154,314,531
  Яйцо Куриное,105,"7,29","2,321","0,63",0,"0,51","8,55",90,314,
   67 г
  ВкусВилл Мука Рисовая Цельнозерновая,18,"0,04",,"4,06","0,12",,"0,28",,,
   5 г
  Молочное Царство Творог Обезжиренный,111,"2,36",,"4,32",,,"23,58",,,
   131 г
  ВкусВилл Творог из Топлёного Молока 5%,33,"1,35",,"0,81",,,"4,32",,,
   27 г
  Сметанин Ряженка 4%,47,"2,68",,"3,08",,,"2,01",,,
   67 г
  Савушкин Продукт Teos Йогурт Греческий 2%,25,"0,76",,"1,6",,,"3,04",,,
   38 г
  Огурец (без Кожуры),14,"0,19","0,016","2,59","0,8","1,66","0,71",2,0,163
   120 г
"  БМК Молоко 3,2%",23,"1,25",,"1,83",,,"1,17",,,
   39 г
  Магнит Банан,139,"0,16","0,16","34,01","4,06","18,72","2,34",,,
   156 г
  Редис,25,"0,16","0,047","5,37","2,5","3,35","1,07",62,0,368
   158 г
 Перекус/Другое,,,,,,,,,,

"суббота, мая 23, 2020",1799,"89,93","8,832","113,98","18,02","38,45","138,32",431,933,856
 Завтрак,484,"26,15","5,681","16,57","0,1","1,24","47,85",221,769,
"  БМК Молоко 3,2%",94,"4,99",,"7,33",,,"4,68",,,
   156 г
  Яйцо Куриное,257,"17,84","5,681","1,53",0,"1,24","20,93",221,769,
   164 г
  Молочное Царство Творог Обезжиренный,87,"1,84",,"3,37",,,"18,36",,,
   102 г
  ВкусВилл Творог из Топлёного Молока 5%,25,"1,05",,"0,63",,,"3,36",,,
   21 г
  Сметанин Ряженка 4%,7,"0,4",,"0,46",,,"0,3",,,
   10 г
  ВкусВилл Мука Рисовая Цельнозерновая,14,"0,03",,"3,25","0,1",,"0,22",,,
   4 г
 Обед,521,"19,8","1,212","47,39","5,4","20,81","37,37",47,164,
  Иванова Пасека Мёд Цветочный Натуральный,32,0,0,"8,03",,,"0,08",,,
   10 г
  Клинский Мясокомбинат Колбаса Вареная Докторская,143,"11,68",0,0,0,0,"9,49",0,,
   73 г
  Коломенское Хлеб Бородинский Гост,49,"0,24",,"10,08",,,"1,56",,,
   24 г
"  Сметанин Творог Обезжиренный 1,8%",20,"0,36",,"0,66",,0,"3,6",,,
   20 г
  Молочное Царство Творог Обезжиренный,26,"0,54",,"0,99",,,"5,4",,,
   30 г
  ВкусВилл Мука Рисовая Цельнозерновая,14,"0,03",,"3,25","0,1",,"0,22",,,
   4 г
  Сметанин Ряженка 4%,6,"0,32",,"0,37",,,"0,24",,,
   8 г
  Избенка Творог Мягкий 5%,36,"1,85",,"1,48",,,"3,33",,,
   37 г
  Яйцо Куриное,55,"3,81","1,212","0,33",0,"0,26","4,47",47,164,
   35 г
  Пятерочка Яблоко Красное ,104,"0,88",,"21,66","5,3","20,55","0,88",,,
   221 г
  Сухогруз Кольца Кальмара,36,"0,09",,"0,54",,,"8,1",,,
   18 г
 Ужин,794,"43,98","1,939","50,02","12,52","16,4","53,1",163,0,856
  Петелинка Филе Грудки без Кожи,202,"4,6",,0,0,0,"38,64",,,
   184 г
  Болгарский Перец,25,"0,28","0,056","5,73","1,9","3,99","0,94",2,0,
   95 г
  Кабачки,62,"0,38","0,079","13,81","3,1","3,32","2,64",22,0,
   275 г
  Морковь,38,"0,22","0,034","8,91","2,6","4,22","0,86",64,0,298
   93 г
  Магнит Лук Репчатый ,26,0,,"5,72",,,"0,77",,,
   55 г
  Олейна Масло Растительное ,9,1,"0,12",0,,0,0,,,
   1 г
  Lutik Шампиньоны Резаные,5,"0,09",,"0,4",,,"0,7",,,
   44 г
  Редис,30,"0,19","0,057","6,46",3,"4,03","1,29",74,0,443
   190 г
  Магнит Авокадо,117,"10,73",,"1,31",,,"1,46",,,
   73 г
  Грецкие Орехи,170,"16,95","1,593","3,56","1,7","0,68","3,96",1,0,115
   26 г
  Елизавета Хлебцы Вафельные,17,"0,16",,"3,48",,,"0,52",,,
   5 г
  ВкусВилл Масло Сливочное Бутербродное,85,"9,22",,"0,28",,,"0,2",,,
   15 г
  Myprotein Powdered Peanut Butter ,8,"0,16",,"0,36","0,22","0,16","1,12",,,
   2 г
 Перекус/Другое,,,,,,,,,,

"воскресенье, мая 24, 2020",1797,"68,72","4,733","131,04","29,82","51,68","169,62",428,295,1707
 Завтрак,442,"15,74","2,24","40,85","7,74","21,87","35,13",160,295,450
  Избенка Творог Мягкий 5%,64,"3,3",,"2,64",,,"5,94",,,
   66 г
  Яйцо Куриное,99,"6,85","2,182","0,59",0,"0,48","8,04",85,295,
   63 г
  Сметанин Ряженка 4%,10,"0,6",,"0,69",,,"0,45",,,
   15 г
"  Сметанин Творог Обезжиренный 1,8%",36,"0,65",,"1,19",,0,"6,48",,,
   36 г
  ВкусВилл Мука Рисовая Цельнозерновая,25,"0,06",,"5,68","0,18",,"0,38",,,
   7 г
  Молочное Царство Творог Обезжиренный,45,"0,95",,"1,75",,,"9,54",,,
   53 г
"  БМК Молоко 3,2%",45,"2,4",,"3,52",,,"2,25",,,
   75 г
  Редис,31,"0,19","0,058","6,56","3,1","4,09","1,31",75,0,450
   193 г
  Пятерочка Яблоко Красное ,87,"0,74",,"18,23","4,46","17,3","0,74",,,
   186 г
 Обед,450,"9,9","0,303","41,45","8,3","12,45","50,86",95,0,320
"  БМК Молоко 3,2%",53,"2,85",,"4,18",,,"2,67",,,
   89 г
  Морковь,41,"0,24","0,037","9,58","2,8","4,54","0,93",69,0,320
   100 г
  Болгарский Перец,27,"0,31","0,061","6,21","2,1","4,33","1,02",2,0,
   103 г
  Lutik Шампиньоны Резаные,6,"0,1",,"0,43",,,"0,77",,,
   48 г
  Петелинка Филе Грудки без Кожи,219,"4,98",,0,0,0,"41,79",,,
   199 г
  Кабачки,67,"0,42","0,085","14,91","3,4","3,58","2,85",24,0,
   297 г
  Олейна Масло Растительное ,9,1,"0,12",0,,0,0,,,
   1 г
  Магнит Лук Репчатый ,28,0,,"6,14",,,"0,83",,,
   59 г
 Ужин,375,"25,3","0,858","3,79","0,9","0,37","31,61",0,0,62
  Магнит Авокадо,166,"15,29",,"1,87",,,"2,08",,,
   104 г
  Грецкие Орехи,92,"9,13","0,858","1,92","0,9","0,37","2,13",0,0,62
   14 г
  Vici Креветки Очищенные Варёно-Мороженые Салатные,117,"0,88",,0,,,"27,4",,,
   221 г
 Перекус/Другое,530,"17,78","1,332","44,95","12,88","16,99","52,02",173,0,875
  Редис,35,"0,22","0,066","7,48","3,5","4,66","1,5",86,0,513
   220 г
  Морковь,37,"0,22","0,034","8,72","2,5","4,13","0,85",63,0,291
   91 г
  Болгарский Перец,24,"0,28","0,055","5,61","1,9","3,91","0,92",2,0,
   93 г
  Lutik Шампиньоны Резаные,5,"0,09",,"0,39",,,"0,69",,,
   43 г
  Петелинка Филе Грудки без Кожи,198,"4,5",,0,0,0,"37,8",,,
   180 г
  Кабачки,61,"0,38","0,077","13,5",3,"3,25","2,58",22,0,
   269 г
  Олейна Масло Растительное ,9,1,"0,12",0,,0,0,,,
   1 г
  Myprotein Powdered Peanut Butter ,31,"0,66",,"1,44","0,88","0,62","4,48",,,
   8 г
  Магнит Лук Репчатый ,25,0,,"5,62",,,"0,76",,,
   54 г
  Грецкие Орехи,105,"10,43","0,98","2,19","1,1","0,42","2,44",0,0,71
   16 г

Всего,12576,"608,64","52,857","810,04","116,36","246,32","998,28",2715,6008,7790
