#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, мая 18, 2020","воскресенье, мая 24, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,1797,"86,95","115,72","142,61"
Завтрак,513,"29,15","24,32","37,74"
Обед,528,"25,45","40,67","36,76"
Ужин,521,"23,79","33,92","44,74"
Перекус/Другое,234,"8,56","16,81","23,38"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)

"понедельник, мая 18, 2020",1798,"94,66","8,6","119,06","12,67","34,51","118,55",356,1090,611
 Завтрак,598,"40,72","4,549","22,92","0,28","0,98","30,51",154,535,
"  БМК Молоко 3,2%",130,"6,94",,"10,2",,,"6,51",,,
   217 г
  Яйцо Куриное,179,"12,4","3,949","1,06",0,"0,86","14,55",154,535,
   114 г
  Олейна Подсолнечное Масло,40,"4,5","0,54",0,,0,0,,,
   4 1/2 г
  Магнит Лук Репчатый ,13,0,,"2,91",,,"0,39",,,
   28 г
  Магнит Авокадо,165,"15,14",,"1,85",,,"2,06",,,
   103 г
  Елизавета Хлеб Вафельный Пшеничный с Отрубями,18,"0,14","0,06","3,54","0,28","0,12","0,6",,,
   5 г
  Савушкин Продукт Teos Йогурт Греческий 2%,53,"1,6",,"3,36",,,"6,4",,,
   80 г
 Обед,541,"25,21","0,875","55,77","7,97","28,61","27,41",23,0,274
  Петелинка Филе Бедра Охлаждённое ,255,"18,76",,0,,,"21,44",,,
   134 г
  Магнит Лук Репчатый ,17,0,,"3,74",,,"0,5",,,
   36 г
  Олейна Подсолнечное Масло,18,2,"0,24",0,,0,0,,,
   2 г
  Болгарский Перец,15,"0,17","0,034","3,44","1,1","2,39","0,56",1,0,
   57 г
  Цукини,11,"0,12","0,025","2,28","0,7","1,18","0,82",7,0,178
   68 г
  Морковь,9,"0,05","0,008","2,11","0,6",1,"0,2",15,0,70
   22 г
  Магнит Банан,177,"0,2","0,2","43,38","5,17","23,88","2,98",,,
   199 г
  Грецкие Орехи,39,"3,91","0,368","0,82","0,4","0,16","0,91",0,0,26
   6 г
 Ужин,398,"19,55","3,119","20,53","2,84","0,12","34,48",174,555,
  Куриная Печень,194,"9,08","2,279","1,63","0,1","0,12","25,01",174,555,
   145 г
  Магнит Морковь Свежая,31,"0,1",,"6,76","2,74",,"1,27",,,
   98 г
  Пятерочка Лук Репчатый,27,0,,"6,86",,,"0,92",,,
   66 г
  Савушкин Продукт Teos Йогурт Греческий 2%,49,"1,46",,"3,07",,,"5,84",,,
   73 г
  Олейна Масло Растительное ,63,"6,99","0,84",0,,0,0,,,
   7 г
  Сметанин Ряженка 4%,34,"1,92",,"2,21",,,"1,44",,,
   48 г
 Перекус/Другое,261,"9,18","0,057","19,84","1,58","4,8","26,15",5,0,337
  Голден Яблоко ,48,"0,2",,"11,37",,,"0,41",,,
   91 г
  Огурец (без Кожуры),13,"0,18","0,014","2,38","0,8","1,52","0,65",2,0,150
   110 г
  VPLab Nutrition  Platinum Whey,79,"1,38",,"1,48","0,18","1,16","15,02",,,
   20 г
  Огурец (с Кожурой),19,"0,14","0,043","4,61","0,6","2,12","0,83",3,0,187
   127 г
  ВкусВилл Сыр Фасованный Пармезан,102,"7,28",,0,,0,"9,24",,,
   28 г

"вторник, мая 19, 2020",1800,"98,26","6,146","106,25","15,54","34,4","128,34",380,731,1174
 Завтрак,521,"25,5","4,082","26,99","3,71","0,15","45,33",229,731,
  Куриная Печень,256,"11,96","3,002","2,15","0,1","0,15","32,94",229,731,
   191 г
  Олейна Масло Растительное ,81,"8,99","1,08",0,,0,0,,,
   9 г
  Сметанин Ряженка 4%,44,"2,52",,"2,9",,,"1,89",,,
   63 г
  Магнит Морковь Свежая,41,"0,13",,"8,9","3,61",,"1,68",,,
   129 г
  Пятерочка Лук Репчатый,36,0,,"9,05",,,"1,22",,,
   87 г
  Савушкин Продукт Teos Йогурт Греческий 2%,63,"1,9",,"3,99",,,"7,6",,,
   95 г
 Обед,365,"30,02","0,574","14,14","2,9","5,22","12,02",18,0,435
  Цукини,27,"0,3","0,061","5,56","1,8","2,87","2,01",17,0,435
   166 г
  Болгарский Перец,15,"0,17","0,033","3,38","1,1","2,35","0,55",1,0,
   56 г
  Олейна Подсолнечное Масло,36,4,"0,48",0,,0,0,,,
   4 г
  Мираторг Фарш Говяжий Блэк Ангус,263,"25,55",,0,0,0,"8,76",,,
   73 г
  Магнит Лук Репчатый ,24,0,,"5,2",,,"0,7",,,
   50 г
 Ужин,543,"20,11","1,405","46,35","6,43","25,02","48,54",0,0,88
  VPLab Nutrition  Platinum Whey,197,"3,45",,"3,7","0,45","2,9","37,55",,,
   50 г
  Грецкие Орехи,131,"13,04","1,225","2,74","1,3","0,52","3,05",0,0,88
   20 г
  Магнит Банан,160,"0,18","0,18","39,24","4,68","21,6","2,7",,,
   180 г
  ВкусВилл Сыр Фасованный Пармезан,44,"3,12",,0,,0,"3,96",,,
   12 г
  Савушкин Продукт Teos Йогурт Греческий 2%,11,"0,32",,"0,67",,,"1,28",,,
   16 г
 Перекус/Другое,371,"22,63","0,085","18,77","2,5","4,01","22,45",133,0,651
  Магнит Авокадо,160,"14,7",,"1,8",,,2,,,
   100 г
  Китайская Капуста,26,"0,4","0,052","4,38",2,"2,37","3,02",131,0,507
   201 г
  Савушкин Продукт Teos Йогурт Греческий 2%,57,"1,7",,"3,57",,,"6,8",,,
   85 г
  Огурец (с Кожурой),15,"0,11","0,033","3,56","0,5","1,64","0,64",2,0,144
   98 г
  EKO Зелёный Горошек,32,0,0,"5,46",,,"2,73",,,
   91 г
  ВкусВилл Сыр Фасованный Пармезан,81,"5,72",,0,,0,"7,26",,,
   22 г

"среда, мая 20, 2020",1794,"109,03","11,325","71,8",7,"14,42","136,89",549,1388,1300
 Завтрак,526,"33,53","6,305","15,67",0,"1,37","38,91",246,853,
  Яйцо Куриное,285,"19,8","6,305","1,7",0,"1,37","23,23",246,853,
   182 г
  Молочное Царство Творог Обезжиренный,60,"1,26",,"2,31",,,"12,6",,,
   70 г
  Магнит Лук Репчатый ,21,0,,"4,58",,,"0,62",,,
   44 г
  Ашан Помидор,27,"0,27",,"5,59",,,"0,8",,,
   133 г
  Магнит Авокадо,133,"12,2",,"1,49",,,"1,66",,,
   83 г
 Обед,718,"51,76","1,071","38,57",7,"12,19","31,7",149,0,1300
  Китайская Капуста,24,"0,36","0,047","3,97","1,8","2,15","2,73",118,0,459
   182 г
  Савушкин Продукт Teos Йогурт Греческий 2%,51,"1,54",,"3,23",,,"6,16",,,
   77 г
  Огурец (с Кожурой),13,"0,1","0,03","3,23","0,4","1,49","0,58",2,0,131
   89 г
  EKO Зелёный Горошек,29,0,0,"4,98",,,"2,49",,,
   83 г
  Цукини,43,"0,49","0,1","9,08",3,"4,69","3,28",27,0,710
   271 г
  Болгарский Перец,24,"0,28","0,054","5,55","1,8","3,86","0,91",2,0,
   92 г
  Олейна Подсолнечное Масло,63,"6,99","0,84",0,,0,0,,,
   7 г
  Мираторг Фарш Говяжий Блэк Ангус,432,42,,0,0,0,"14,4",,,
   120 г
  Магнит Лук Репчатый ,39,0,,"8,53",,,"1,15",,,
   82 г
 Ужин,550,"23,74","3,949","17,56",0,"0,86","66,28",154,535,
  ВкусВилл Тунец Салатный Натуральный ,176,"1,85",,0,,0,"40,7",,,
   185 г
  Яйцо Куриное,179,"12,4","3,949","1,06",0,"0,86","14,55",154,535,
   114 г
  Магнит Лук Репчатый ,23,0,,"4,99",,,"0,67",,,
   48 г
  ВкусВилл Сыр Фасованный Пармезан,62,"4,42",,0,,0,"5,61",,,
   17 г
  Голден Яблоко ,37,"0,15",,"8,74",,,"0,32",,,
   70 г
  ВкусВилл Паштет с Мясом Свинины,50,"3,67",,"0,94",,,"3,26",,,
   24 г
"  БМК Молоко 3,2%",23,"1,25",,"1,83",,,"1,17",,,
   39 г
 Перекус/Другое,,,,,,,,,,

"четверг, мая 21, 2020",1793,"74,7","6,014","112,86","11,25","21,42","169,38",225,666,830
 Завтрак,443,"30,25","4,782","12,09","2,2","5,75","31,58",171,563,436
  Яйцо Куриное,188,"13,05","4,157","1,12",0,"0,91","15,32",162,563,
   120 г
  Олейна Масло Растительное ,40,"4,5","0,54",0,,0,0,,,
   4 1/2 г
  Молочное Царство Творог Обезжиренный,62,"1,31",,"2,41",,,"13,14",,,
   73 г
  Помидоры,33,"0,37","0,085","7,21","2,2","4,84","1,62",9,0,436
   184 г
  Магнит Авокадо,120,"11,02",,"1,35",,,"1,5",,,
   75 г
 Обед,424,"16,51","0,903","25,82","1,25","4,7","42,66",33,103,223
  Vici Креветки Очищенные Варёно-Мороженые Салатные,117,"0,88",,0,,,"27,4",,,
   221 г
  Огурец (без Кожуры),20,"0,26","0,021","3,54","1,1","2,26","0,97",3,0,223
   164 г
  ВкусВилл Рикотта,113,"8,26",,"2,27",,"2,27","7,45",,,
   81 г
  Елизавета Хлебцы Вафельные Пшеничные с Отрубями,38,"0,3","0,12",7,,,"1,2",,,
   2  x 1 хлебец
  ВкусВилл Мука Рисовая Цельнозерновая,21,"0,05",,"4,87","0,15",,"0,33",,,
   6 г
  Голден Яблоко ,18,"0,07",,"4,25",,,"0,15",,,
   34 г
"  БМК Молоко 3,2%",46,"2,46",,"3,62",,,"2,31",,,
   77 г
  ВкусВилл Масло Сливочное Бутербродное,17,"1,84",,"0,06",,,"0,04",,,
   3 г
  Яйцо Куриное,34,"2,39","0,762","0,21",0,"0,17","2,81",30,103,
   22 г
 Ужин,449,"17,59",,"40,87",,"1,51","32,09",,,
  ВкусВилл Паштет с Мясом Свинины,91,"6,73",,"1,72",,,"5,98",,,
   44 г
  ВкусВилл Рикотта,75,"5,51",,"1,51",,"1,51","4,97",,,
   54 г
  Елизавета Хлебцы Вафельные,38,"0,35",,"7,64",,,"1,14",,,
   11 г
  Савушкин Продукт Teos Йогурт Греческий 2%,167,5,,"10,5",,,20,,,
   250 г
  ВкусВилл Варенье из Слив с Лимоном и Имбирем,78,0,,"19,5",,,0,,,
   30 г
 Перекус/Другое,477,"10,35","0,329","34,08","7,8","9,46","63,05",21,0,171
  Петелинка Филе Грудки без Кожи,295,"6,7",,0,0,0,"56,28",,,
   268 г
  Болгарский Перец,32,"0,38","0,074","7,54","2,5","5,25","1,24",2,0,
   125 г
  Кабачки,46,"0,29","0,059","10,29","2,3","2,47","1,97",16,0,
   205 г
  Магнит Морковь Свежая,24,"0,08",,"5,18","2,1",,"0,98",,,
   75 г
  Магнит Лук Репчатый ,31,0,,"6,97",,,"0,94",,,
   67 г
  Олейна Масло Растительное ,13,"1,5","0,18",0,,0,0,,,
   1 1/2 г
  Сметанин Ряженка 4%,21,"1,2",,"1,38",,,"0,9",,,
   30 г
  Огурец (без Кожуры),15,"0,2","0,016","2,72","0,9","1,74","0,74",3,0,171
   126 г

"пятница, мая 22, 2020",1795,"73,34","7,207","155,05","22,06","51,44","137,18",346,905,1312
 Завтрак,578,"32,18","4,385","35,17","1,1","3,31","34,84",173,591,207
"  БМК Молоко 3,2%",133,"7,1",,"10,43",,,"6,66",,,
   222 г
  Яйцо Куриное,197,"13,71","4,365","1,18",0,"0,95","16,08",170,591,
   126 г
  Myprotein Impact Whey Protein,27,"0,49",,"0,26",,"0,26","5,33",,,
   6 1/2 г
